	KeyBert	KeyBert_Freq	TextRank_NOUN	TextRank_NOUN_Freq	TextRank_PROPN	TextRank_PROPN_Freq	TextRank_VERB	TextRank_VERB_Freq	SingleRank_NOUN	SingleRank_NOUN_Freq	SingleRank_PROPN	SingleRank_PROPN_Freq	SingleRank_VERB	SingleRank_VERB_Freq	PositionRank_NOUN	PositionRank_NOUN_Freq	PositionRank_PROPN	PositionRank_PROPN_Freq	PositionRank_VERB	PositionRank_VERB_Freq	MultipartiteRank	MultipartiteRank_Freq	Yake_NOUN	Yake_NOUN_Freq	Yake_PROPN	Yake_PROPN_Freq	Yake_VERB	Yake_VERB_Freq	sCAKE_NOUN	sCAKE_NOUN_Freq	sCAKE_PROPN	sCAKE_PROPN_Freq	sCAKE_VERB	sCAKE_VERB_Freq	SGRank_NOUN	SGRank_NOUN_Freq	SGRank_PROPN	SGRank_PROPN_Freq	SGRank_VERB	SGRank_VERB_Freq
267	store	3	word	1.0	october	1.0			word	1.0	october	1.0			unsubscribe instruction	1.0	october	1.0			privacy policy contact	2.0	answer	1.0	westrem	1.0			request email	1.0					change	1.0	woodstock	1.0		
268	usa	3	unsubscribe instruction	1.0	bytedance uk limited aviation house	1.0			unsubscribe instruction	1.0	bytedance uk limited aviation house	1.0			ctr	1.0	bytedance uk limited aviation house	1.0			eu representative	2.0	storage	1.0	octaaf	1.0			handling	1.0					companyattn	1.0	ave	1.0		
269	response	3	ctr	1.0	kingsway holborn london wc2b	1.0			ctr	1.0	kingsway holborn london wc2b	1.0			customer service email address	1.0	kingsway holborn london wc2b	1.0			open	2.0	-emailany	1.0	soudanstraat	1.0			data transfer tool	1.0					material	1.0	aurora	1.0		
270	30	3	customer service email address	1.0	summarywhat	1.0			customer service email address	1.0	summarywhat	1.0			document	1.0	summarywhat	1.0			request erasure	2.0	change	1.0	belgium	1.0			mail -email-	1.0					deletion	1.0	tastypill	1.0		
271	head	3	document	1.0	contractual	1.0			document	1.0	contractual	1.0			profile	1.0	contractual	1.0			permit	2.0	companyattn	1.0	civil	1.0			user information	1.0					extent	1.0	testfoni	1.0		
272	agent	3	profile	1.0	floor millmead guildford surrey england gu2 4hj	1.0			profile	1.0	floor millmead guildford surrey england gu2 4hj	1.0			party tracking	1.0	hays house north wing	1.0			webmartgroup	2.0	material	1.0	outfit7	1.0			function	1.0					withdrawal	1.0	boubolina	1.0		
273	option	3	party tracking	1.0	hays house north wing	1.0			party tracking	1.0	hays house north wing	1.0			advertising	1.0	floor millmead guildford surrey england gu2 4hj	1.0			llc	2.0	deletion	1.0	kwalee	1.0			institution	1.0					eea	1.0	topface	1.0		
274	10	3	advertising	1.0	england	1.0			advertising	1.0	england	1.0			user content	1.0	england	1.0			support service	2.0	withdrawal	1.0	uber	1.0			mean	1.0					ec3r	1.0	sunnyvale	1.0		
275	zuuks	3	user content	1.0	contact information	1.0			user content	1.0	support centre	1.0			meaning	1.0	contact information	1.0			claim arise	2.0	extent	1.0	rosh	1.0			database	1.0					suite	1.0	montgomery	1.0		
276	erasure	3	meaning	1.0	support centre	1.0			meaning	1.0	contact information	1.0			paragraph	1.0	support centre	1.0			datum breach	2.0	eea	1.0	ha	1.0			member	1.0					interest	1.0	tubi	1.0		
277	day	3	paragraph	1.0	fireproof	1.0			paragraph	1.0	fireproof	1.0			privacy concern complaint	1.0	fireproof	1.0			mention topic	2.0	ec3r	1.0	industrial	1.0			child user	1.0					volume	1.0	applications	1.0		
278	remain	3	privacy concern complaint	1.0	data protection team	1.0			privacy concern complaint	1.0	data protection team	1.0			connection	1.0	data protection team	1.0			accident occur	2.0	suite	1.0	zone	1.0			hn	1.0					traffic	1.0	site	1.0		
279	young	3	dispute	1.0	fireproof studios ltd	1.0			connection	1.0	fireproof studios ltd	1.0			dispute	1.0	fireproof studios ltd	1.0			alexadra games	2.0	interest	1.0	israel	1.0			end	1.0					pattern	1.0	camel	1.0		
280	stop	3	connection	1.0	sega	1.0			dispute	1.0	sega	1.0			telephone number	1.0	sega	1.0			following contact information	2.0	analytic	1.0	ayin	1.0			question complaint	1.0					sale	1.0	store	1.0		
281	withdraw	3	telephone number	1.0	batemans row london ec2a	1.0			telephone number	1.0	batemans row london ec2a	1.0			request email	1.0	batemans row london ec2a	1.0			support form	2.0	base	1.0	diandian	1.0			question opinion	1.0					base	1.0	/apple	1.0		
282	cover	3	request email	1.0	pepper deals ltd	1.0			request email	1.0	pepper deals ltd	1.0			data transfer tool	1.0	pepper deals ltd	1.0			day	2.0	sale	1.0	str	1.0			setting	1.0					analytic	1.0	play	1.0		
283	disclose	3	data transfer tool	1.0	k?benhavn sor	1.0			data transfer tool	1.0	k?benhavn sor	1.0			handling	1.0	k?benhavn sor	1.0			assistance	2.0	pattern	1.0	republic	1.0			left	1.0					group	1.0	google	1.0		
284	contain	3	handling	1.0	lindgreens	1.0			handling	1.0	lindgreens	1.0			mail -email-	1.0	lindgreens	1.0			remain	2.0	traffic	1.0	internatsionalnaya	1.0			controller section	1.0					producer	1.0	ellation	1.0		
285	cyprus	3	mail -email-	1.0	high road east finchley london	1.0			mail -email-	1.0	high road east finchley london	1.0			user information	1.0	high road east finchley london	1.0			request removal	2.0	volume	1.0	liability	1.0			datum privacy practice	1.0					programme	1.0	software	1.0		
286	activity	3	user information	1.0	restaurants limited customer services	1.0			user information	1.0	restaurants limited customer services	1.0			function	1.0	restaurants limited customer services	1.0			allow	2.0	group	1.0	swag	1.0			option	1.0					ico	1.0	cube	1.0		
287	commissioner	3	mean	1.0	uk information commissioners office	1.0			function	1.0	uk information commissioners office	1.0			institution	1.0	uk information commissioners office	1.0			withdraw	2.0	producer	1.0	masha	1.0			mind	1.0					experience	1.0	picard	1.0		
288	base	3	institution	1.0	legal department freeview	1.0			institution	1.0	legal department freeview	1.0			mean	1.0	legal department freeview	1.0			publish	2.0	programme	1.0	doubleugames	1.0			personal information	1.0					publishing	1.0	pierre	1.0		
289	web	3	function	1.0	floor	1.0			mean	1.0	floor	1.0			database	1.0	floor	1.0			identity	2.0	ico	1.0	ga	1.0			party advertiser	1.0					platform	1.0	dashlane	1.0		
290	transfer	3	database	1.0	digital uk limited	1.0			database	1.0	dtv services ltd	1.0			child user	1.0	dtv services ltd	1.0			datum processing	2.0	t	1.0	aurora	1.0			partner	1.0					calendar	1.0	duolingo	1.0		
291	swiss	3	child user	1.0	dtv services ltd	1.0			child user	1.0	digital uk limited	1.0			member	1.0	digital uk limited	1.0			mailing list	2.0	publishing	1.0	ave	1.0			disclosure	1.0					contactquestion	1.0	sweden	1.0		
292	individual	3	member	1.0	professions code section	1.0			member	1.0	professions code section	1.0			hn	1.0	professions code section	1.0			addition	2.0	experience	1.0	woodstock	1.0			sharing	1.0					residence	1.0	stockholm	1.0		
293	promotional	3	hn	1.0	california business	1.0			hn	1.0	california business	1.0			end	1.0	picsart inc.	1.0			disclose	2.0	platform	1.0	tastypill	1.0			regulation	1.0					-emailprivacy	1.0	brunnsgatan	1.0		
294	explain	3	end	1.0	sutter st.	1.0			end	1.0	picsart inc.	1.0			question complaint	1.0	california business	1.0			body	2.0	calendar	1.0	testfoni	1.0			system	1.0					clause	1.0	pvt	1.0		
295	prevent	3	question complaint	1.0	picsart inc.	1.0			question complaint	1.0	sutter st.	1.0			question opinion	1.0	sutter st.	1.0			explanation	2.0	contactquestion	1.0	boubolina	1.0			-urland	1.0					complaintsin	1.0	technologies	1.0		
296	misuse	3	question opinion	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by.you	1.0			question opinion	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by.you	1.0			setting	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by.you	1.0			mailing address	2.0	-emailprivacy	1.0	sunnyvale	1.0			party information disclosure	1.0					ground	1.0	gametion	1.0		
297	reasonable	3	setting	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by products	1.0			setting	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by products	1.0			left	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by products	1.0			support feature	2.0	residence	1.0	tubi	1.0			information processing	1.0					opportunity	1.0	eea	1.0		
298	saygames	3	left	1.0	brexit csr press centre	1.0			left	1.0	services uk europe	1.0			controller section	1.0	services uk europe	1.0			claim regard	2.0	clause	1.0	montgomery	1.0			security question	1.0					operation	1.0	m	1.0		
299	password	3	controller section	1.0	services uk europe	1.0			controller section	1.0	dpd terms	1.0			datum privacy practice	1.0	international dpd	1.0			services	2.0	complaintsin	1.0	-emailwith	1.0			game support menu	1.0					step	1.0	ec2	1.0		
300	compromise	3	datum privacy practice	1.0	international dpd	1.0			datum privacy practice	1.0	international dpd	1.0			personal information	1.0	dpd terms	1.0			processing activity	2.0	ground	1.0	adobe	1.0			affiliate	1.0					unit	1.0	liverpool	1.0		
301	inform	3	party advertiser	1.0	dpd terms	1.0			party advertiser	1.0	brexit csr press centre	1.0			party advertiser	1.0	brexit csr press centre	1.0			follow apply	2.0	opportunity	1.0	site	1.0			datum information	1.0					recipient	1.0	gogogame	1.0		
302	apple	3	personal information	1.0	update	1.0			personal information	1.0	conditions	1.0			mind	1.0	conditions	1.0			following information	2.0	operation	1.0	applications	1.0			datum rectification	1.0					beginning	1.0	shepherds	1.0		
303	choice	3	option	1.0	conditions	1.0			partner	1.0	update	1.0			option	1.0	update	1.0			understand	2.0	step	1.0	camel	1.0			limitation	1.0					language	1.0	w14	1.0		
304	headspace	3	partner	1.0	european data protection officer	1.0			mind	1.0	european data protection officer	1.0			partner	1.0	european data protection officer	1.0			set	2.0	unit	1.0	app	1.0			opposition	1.0					subscription	1.0	charecroft	1.0		
305	disable	3	mind	1.0	apples privacy policy	1.0			option	1.0	apples privacy policy	1.0			disclosure	1.0	apples privacy policy	1.0			support page	2.0	recipient	1.0	store	1.0			submission	1.0					fax	1.0	way	1.0		
306	homa	3	disclosure	1.0	apec cbpr	1.0			disclosure	1.0	apec cbpr	1.0			sharing	1.0	apec cbpr	1.0			customer service channel	2.0	beginning	1.0	play	1.0			payment information	1.0					minor	1.0	central	1.0		
307	protect	3	sharing	1.0	prp	1.0			sharing	1.0	prp	1.0			regulation	1.0	prp	1.0			client	2.0	language	1.0	/apple	1.0			party company	1.0					circumstance	1.0	building	1.0		
308	sega	3	regulation	1.0	commitment	1.0			regulation	1.0	commitment	1.0			-urland	1.0	commitment	1.0			information concern	2.0	subscription	1.0	ellation	1.0			-url- user	1.0					push	1.0	catch	1.0		
309	spotify	3	-urland	1.0	privacyto	1.0			-urland	1.0	privacyto	1.0			party information disclosure	1.0	privacyto	1.0			in-game	2.0	fax	1.0	cube	1.0			data protection practice	1.0					sms	1.0	good	1.0		
310	keyword	2	party information disclosure	1.0	apple support	1.0			party information disclosure	1.0	apple support	1.0			information processing	1.0	apple support	1.0			telemarketing	2.0	minor	1.0	software	1.0			controller	1.0					asset	1.0	rijk	1.0		
311	add	2	information processing	1.0	calabasas rd calabasas	1.0			information processing	1.0	calabasas rd calabasas	1.0			security question	1.0	calabasas rd calabasas	1.0			endeavour	2.0	push	1.0	dashlane	1.0			support center	1.0					seller	1.0	schiphol	1.0		
312	available	2	security question	1.0	planetart llc	1.0			security question	1.0	planetart llc	1.0			game support menu	1.0	planetart llc	1.0			following email address	2.0	sms	1.0	pierre	1.0			data policy	1.0					buyer	1.0	beechavenue	1.0		
313	external	2	game support menu	1.0	customer care	1.0			game support menu	1.0	customer care	1.0			affiliate	1.0	customer care	1.0			address set	2.0	circumstance	1.0	picard	1.0			gdprbot	1.0					duty	1.0	900san	1.0		
314	entity	2	affiliate	1.0	customer support	1.0			affiliate	1.0	customer support	1.0			datum information	1.0	customer support	1.0			privacy shield policy	2.0	asset	1.0	dingtone	1.0			person	1.0					obligation	1.0	officerone	1.0		
315	alternative	2	datum information	1.0	spotify	1.0			datum information	1.0	spotify	1.0			datum rectification	1.0	spotify	1.0			satisfaction	2.0	seller	1.0	duolingo	1.0			protection	1.0					agreement	1.0	cumberland	1.0		
316	nature	2	datum rectification	1.0	w 18th street	1.0			datum rectification	1.0	new york ny	1.0			limitation	1.0	new york ny	1.0			acknowledgment	2.0	buyer	1.0	sweden	1.0			building flat	1.0					property	1.0	place	1.0		
317	infringe	2	submission	1.0	new york ny	1.0			submission	1.0	w 18th street	1.0			opposition	1.0	w 18th street	1.0			tantan	2.0	agreement	1.0	stockholm	1.0			regulator	1.0					policythis	1.0	fenian	1.0		
318	emailso	2	limitation	1.0					opposition	1.0					submission	1.0					email contain	2.0	duty	1.0	brunnsgatan	1.0			security measure	1.0					parcel	1.0	streetdublin	1.0		
319	violate	2	opposition	1.0					limitation	1.0					party company	1.0					prevent misuse	2.0	obligation	1.0	gamegos	1.0			ip address	1.0					point	1.0	ireland	1.0		
320	work	2	party company	1.0					party company	1.0					payment information	1.0					-emailalong	2.0	property	1.0	gametion	1.0			-emailor po box	1.0					surcharge	1.0	tricor	1.0		
321	regulation	2	payment information	1.0					payment information	1.0					-url- user	1.0					passport	2.0	policythis	1.0	technologies	1.0			attention	1.0					fuel	1.0	mark	1.0		
322	scope	2	-url- user	1.0					-url- user	1.0					data protection practice	1.0					delete user provide datum	2.0	point	1.0	pvt	1.0			place	1.0					schedule	1.0	saygames	1.0		
323	visitor	2	data protection practice	1.0					data protection practice	1.0					voice	1.0					purpose	2.0	parcel	1.0	eea	1.0			privacy question concern	1.0					sitemap	1.0	cookie	1.0		
324	particulary	2	voice	1.0					voice	1.0					support center	1.0					system	2.0	pickup	1.0	m	1.0			privacy inquiry form	1.0					award	1.0	britbox	1.0		
325	respective	2	support center	1.0					support center	1.0					data policy	1.0					department	2.0	schedule	1.0	liverpool	1.0			touch	1.0					career	1.0	addressable	1.0		
326	testimonial	2	data policy	1.0					data policy	1.0					gdprbot	1.0					rooster teeth productions llc	2.0	award	1.0	ec2	1.0			compliance	1.0					franchise	1.0	square	1.0		
327	profile	2	gdprbot	1.0					gdprbot	1.0					protection	1.0					legal department	2.0	career	1.0	gogogame	1.0			-emailwith	1.0					vacancy	1.0	waterhouse	1.0		
328	800	2	protection	1.0					protection	1.0					person	1.0					request question	2.0	vacancy	1.0	shepherds	1.0			login	1.0					postcode	1.0	ec1n	1.0		
329	1800	2	person	1.0					person	1.0					building flat	1.0					saygames	2.0	surcharge	1.0	w14	1.0			information collection	1.0					phishing	1.0	consumer	1.0		
330	007	2	building flat	1.0					building flat	1.0					regulator	1.0					-url-	2.0	franchise	1.0	good	1.0			dissemination practice	1.0					moment	1.0	gb	1.0		
331	related	2	regulator	1.0					regulator	1.0					security measure	1.0					stay	2.0	sitemap	1.0	catch	1.0			aspect	1.0					certification	1.0	media	1.0		
332	high	2	security measure	1.0					security measure	1.0					ip address	1.0					belarus minsk	2.0	moment	1.0	building	1.0			ability	1.0					guideline	1.0	fremantle	1.0		
333	efta	2	ip address	1.0					ip address	1.0					-emailor po box	1.0					read	2.0	certification	1.0	central	1.0			datum collection	1.0					employee	1.0	stephen	1.0		
334	economic	2	-emailor po box	1.0					-emailor po box	1.0					attention	1.0					invoke	2.0	guideline	1.0	charecroft	1.0			processing practice	1.0					download	1.0	factor	1.0		
335	area	2	attention	1.0					attention	1.0					contact email	1.0					visit feedback page	2.0	employee	1.0	way	1.0			security violation	1.0					region	1.0	x	1.0		
336	france	2	contact email	1.0					contact email	1.0					place	1.0					datum controller	2.0	region	1.0	schiphol	1.0			-emailor	1.0					restriction	1.0	talent	1.0		
337	rue	2	place	1.0					place	1.0					privacy question concern	1.0					twitter international company	2.0	download	1.0	rijk	1.0			storage	1.0					control	1.0	got	1.0		
338	75010	2	privacy question concern	1.0					privacy question concern	1.0					privacy inquiry form	1.0					contact twitter	2.0	restriction	1.0	beechavenue	1.0			-emailany time	1.0					limit	1.0	britain	1.0		
339	method	2	privacy inquiry form	1.0					privacy inquiry form	1.0					touch	1.0					yumobi tekhnolodzhi ooo support service	2.0	limit	1.0	ireland	1.0			datum privacy inquiry	1.0					exercise	1.0	hydrane	1.0		
340	conduct	2	touch	1.0					touch	1.0					action	1.0					assist	2.0	exercise	1.0	900san	1.0			information request	1.0							linkedin	1.0		
341	investigate	2	action	1.0					action	1.0					compliance	1.0					search	2.0	control	1.0	cumberland	1.0			website account	1.0							facebook	1.0		
342	indicate	2	compliance	1.0					compliance	1.0					login	1.0					share information	2.0			place	1.0			business purpose	1.0							jobs	1.0		
343	line	2	-emailwith	1.0					login	1.0					-emailwith	1.0					ensure	2.0			fenian	1.0			question query	1.0							blog	1.0		
344	social	2	login	1.0					-emailwith	1.0					information collection	1.0					communication	2.0			tricor	1.0			update	1.0							careers	1.0		
345	log	2	dissemination practice	1.0					dissemination practice	1.0					dissemination practice	1.0					obtain removal	2.0			mark	1.0			contact e	1.0							articles	1.0		
346	unable	2	information collection	1.0					information collection	1.0					aspect	1.0					contact headspace	2.0			direct	1.0			information practice	1.0							events	1.0		
347	point	2	aspect	1.0					aspect	1.0					ability	1.0					technology	2.0			britbox	1.0			privacy policy change	1.0							companyabout	1.0		
348	internet	2	ability	1.0					ability	1.0					datum collection	1.0					cookie policy	2.0			addressable	1.0			notification	1.0							city	1.0		
349	44th	2	security violation	1.0					security violation	1.0					processing practice	1.0					product	2.0			waterhouse	1.0			companyattn	1.0							usaemail	1.0		
350	110	2	datum collection	1.0					processing practice	1.0					security violation	1.0					information commissioner	2.0			square	1.0			material	1.0							culver	1.0		
351	10036	2	processing practice	1.0					datum collection	1.0					-emailor	1.0					company number	2.0			ec1n	1.0			unsubscribe	1.0							blvd	1.0		
352	inaccurate	2	-emailor	1.0					-emailor	1.0					answer	1.0					vat registration number	2.0			factor	1.0			communication	1.0							venice	1.0		
353	erase	2	answer	1.0					answer	1.0					storage	1.0					homa	2.0			consumer	1.0			deletion	1.0							october	1.0		
354	software	2	storage	1.0					storage	1.0					-emailany time	1.0					business	2.0			x	1.0			withdrawal	1.0							wc2b	1.0		
355	zone	2	-emailany time	1.0					-emailany time	1.0					datum privacy inquiry	1.0					telephone	2.0			fremantle	1.0			extent	1.0							summarywhat	1.0		
356	park	2	datum privacy inquiry	1.0					datum privacy inquiry	1.0					information request	1.0					sega europe limited customer services	2.0			britain	1.0			agent question comment	1.0							kingsway	1.0		
357	instance	2	information request	1.0					information request	1.0					website account	1.0					country	2.0			got	1.0			eea	1.0							aviation	1.0		
358	device	2	website account	1.0					website account	1.0					business purpose	1.0					address telephone number	2.0			talent	1.0			customer support	1.0							bytedance	1.0		
359	professional	2	business purpose	1.0					business purpose	1.0					question query	1.0					email address provide	2.0			stephen	1.0			agent	1.0							4hj	1.0		
360	canary	2	question query	1.0					question query	1.0					update	1.0					mcdonald	2.0			gb	1.0			suite	1.0							gu2	1.0		
361	wharf	2	update	1.0					update	1.0					contact e	1.0					privacy matter	2.0			media	1.0			ec3r	1.0							england	1.0		
362	colonnade	2	contact e	1.0					contact e	1.0					privacy policy change	1.0					spotify usa inc	2.0			hydrane	1.0			interest	1.0							surrey	1.0		
363	e14	2	privacy policy change	1.0					privacy policy change	1.0					information practice	1.0					privacy office	2.0			blog	1.0			activity	1.0							guildford	1.0		
364	94104	2	information practice	1.0					information practice	1.0					notification	1.0					singapore	1.0			linkedin	1.0			user base sale pattern traffic volume	1.0							millmead	1.0		
365	2nd	2	notification	1.0					notification	1.0					companyattn	1.0					govern	1.0			facebook	1.0			analytic	1.0							wing	1.0		
366	code	2	companyattn	1.0					companyattn	1.0					material	1.0					request describe	1.0			articles	1.0			group company	1.0							north	1.0		
367	contextlogic	2	unsubscribe	1.0					material	1.0					unsubscribe	1.0					datum protection officer	1.0			events	1.0			company number	1.0							hays	1.0		
368	permit	2	material	1.0					unsubscribe	1.0					deletion	1.0					detail set	1.0			careers	1.0			producer	1.0							ec2a	1.0		
369	emailto	2	deletion	1.0					deletion	1.0					extent	1.0					entity	1.0			jobs	1.0			programme	1.0							row	1.0		
370	open	2	extent	1.0					extent	1.0					withdrawal	1.0					jagex limited	1.0			companyabout	1.0			ico	1.0							batemans	1.0		
371	94103	2	withdrawal	1.0					withdrawal	1.0					agent question comment	1.0					-emailor send	1.0			.california	1.0			privacy query	1.0							deals	1.0		
372	clarification	2	agent question comment	1.0					agent question comment	1.0					eea	1.0					hold information	1.0			october	1.0			game support	1.0							pepper	1.0		
373	webmartgroup	2	eea	1.0					eea	1.0					customer support	1.0					child age	1.0			venice	1.0			policy term	1.0							sor	1.0		
374	arise	2	customer support	1.0					customer support	1.0					suite	1.0					send email	1.0			blvd	1.0			publishing	1.0							k?benhavn	1.0		
375	present	2	ec3r	1.0					suite	1.0					ec3r	1.0					contact lingodeer	1.0			culver	1.0			experience	1.0							lindgreens	1.0		
376	breach	2	suite	1.0					ec3r	1.0					activity	1.0					consider	1.0			city	1.0			calendar year	1.0							mcdonald	1.0		
377	accident	2	interest	1.0					activity	1.0					interest	1.0					designated countriemay	1.0			usaemail	1.0			platform	1.0							finchley	1.0		
378	occur	2	activity	1.0					interest	1.0					user base sale pattern traffic volume	1.0					choose exit	1.0			bytedance	1.0			marketing use	1.0							east	1.0		
379	topic	2	user base sale pattern traffic volume	1.0					user base sale pattern traffic volume	1.0					analytic	1.0					datum protection law	1.0			aviation	1.0			contactquestion comment	1.0							high	1.0		
380	alexadra	2	analytic	1.0					analytic	1.0					group company	1.0					general data protection regulation	1.0			kingsway	1.0			-emailprivacy	1.0							restaurants	1.0		
381	blog	2	group company	1.0					group company	1.0					producer	1.0					member state	1.0			wc2b	1.0			residence	1.0							freeview	1.0		
382	allow	2	programme	1.0					producer	1.0					programme	1.0					portal	1.0			summarywhat	1.0			representative	1.0							digital	1.0		
383	long	2	producer	1.0					programme	1.0					ico	1.0					datum protection regulation	1.0			contractual	1.0			complaintsin	1.0							dtv	1.0		
384	publish	2	ico	1.0					ico	1.0					privacy query	1.0					objection	1.0			4hj	1.0			support request	1.0							section	1.0		
385	identity	2	privacy query	1.0					privacy query	1.0					game support	1.0					e-mail address provide	1.0			gu2	1.0			communication preference	1.0							professions	1.0		
386	future	2	policy term	1.0					game support	1.0					policy term	1.0					email preference	1.0			hays	1.0			opportunity	1.0							business	1.0		
387	addition	2	game support	1.0					policy term	1.0					publishing	1.0					unsubscribe link find	1.0			north	1.0			authority	1.0							st.	1.0		
388	explanation	2	experience	1.0					publishing	1.0					experience	1.0					discontinue receive	1.0			wing	1.0			operation	1.0							sutter	1.0		
389	301	2	publishing	1.0					experience	1.0					calendar year	1.0					member profile	1.0			millmead	1.0			step	1.0							picsart	1.0		
390	able	2	marketing use	1.0					calendar year	1.0					platform	1.0					customer support team	1.0			guildford	1.0			unit	1.0							1by.you	1.0		
391	nicosia	2	calendar year	1.0					platform	1.0					marketing use	1.0					feedback	1.0			surrey	1.0			recipient	1.0							dpdgroup	1.0		
392	avenue	2	platform	1.0					marketing use	1.0					contactquestion comment	1.0					support widget	1.0			pepper	1.0			beginning	1.0							dpd	1.0		
393	understand	2	contactquestion comment	1.0					contactquestion comment	1.0					-emailprivacy	1.0					related entity	1.0			deals	1.0			contact form	1.0							press	1.0		
394	microsoft	2	residence	1.0					residence	1.0					residence	1.0					incur	1.0			batemans	1.0			language website	1.0							csr	1.0		
395	trustarc	2	-emailprivacy	1.0					-emailprivacy	1.0					clause	1.0					mobile	1.0			row	1.0			subscription feature	1.0							products	1.0		
396	identifiable	2	clause	1.0					clause	1.0					complaintsin	1.0					pay phone	1.0			ec2a	1.0			datum controller	1.0							brexit	1.0		
397	client	2	complaintsin	1.0					complaintsin	1.0					ground	1.0					metro customer service number	1.0			lindgreens	1.0			email phone fax	1.0							1by	1.0		
398	channel	2	ground	1.0					ground	1.0					support request	1.0					principle	1.0			k?benhavn	1.0			minor	1.0							conditions	1.0		
399	telemarketing	2	support request	1.0					support request	1.0					communication preference	1.0					dot	1.0			sor	1.0			measure	1.0							update	1.0		
400	postal	2	communication preference	1.0					communication preference	1.0					opportunity	1.0					com	1.0			high	1.0			email sms push notification	1.0							privacyto	1.0		
401	endeavour	2	opportunity	1.0					opportunity	1.0					operation	1.0					contact twitters data protection officer	1.0			restaurants	1.0			circumstance	1.0							apples	1.0		
402	4th	2	step	1.0					operation	1.0					step	1.0					time contact	1.0			east	1.0			asset	1.0							commitment	1.0		
403	play	2	operation	1.0					step	1.0					unit	1.0					suggestion concern data protection	1.0			finchley	1.0			customer	1.0							prp	1.0		
404	studios	2	unit	1.0					unit	1.0					recipient	1.0					europe	1.0			freeview	1.0			seller	1.0							cbpr	1.0		
405	lion	2	recipient	1.0					recipient	1.0					beginning	1.0					contact information provide	1.0			dtv	1.0			buyer	1.0							apec	1.0		
406	shield	2	beginning	1.0					beginning	1.0					contact form	1.0					contact information offer	1.0			digital	1.0			right property	1.0							apple	1.0		
407	acknowledgment	2	contact form	1.0					contact form	1.0					language website	1.0					data manager contact information section	1.0			sutter	1.0			duty	1.0							calabasas	1.0		
408	timely	2	language website	1.0					language website	1.0					subscription feature	1.0					datum protection	1.0			st.	1.0			obligation	1.0							rd	1.0		
409	satisfaction	2	subscription feature	1.0					subscription feature	1.0					privacy statement	1.0					reply	1.0			business	1.0			agreement	1.0							planetart	1.0		
410	tantan	2	privacy statement	1.0					privacy statement	1.0					email phone fax	1.0					service feel	1.0			professions	1.0			issue concern	1.0							care	1.0		
411	disclosure	2	email phone fax	1.0					email phone fax	1.0					minor	1.0					find contact detail	1.0			section	1.0			privacy policythis policy	1.0							18th	1.0		
412	passport	2	measure	1.0					minor	1.0					measure	1.0					data protection authority	1.0			picsart	1.0			driver	1.0										
413	emailalong	2	minor	1.0					measure	1.0					email sms push notification	1.0					-emailor send mail	1.0			dpdgroup	1.0			delivery point	1.0										
414	fast	2	email sms push notification	1.0					email sms push notification	1.0					circumstance	1.0					rules	1.0			1by.you	1.0			parcel	1.0										
415	google	2	circumstance	1.0					circumstance	1.0					asset	1.0					condition	1.0			dpd	1.0			pickup service update delivery schedule	1.0										
416	rooster	2	right property	1.0					asset	1.0					right property	1.0					following link	1.0			1by	1.0			vacancy owner driver franchise service	1.0										
417	austin	2	customer	1.0					right property	1.0					customer	1.0					relive	1.0			products	1.0			cookie policy phishing data protection	1.0										
418	tx	2	asset	1.0					customer	1.0					seller	1.0					help page	1.0			update	1.0			technology security career	1.0										
419	51st	2	agreement	1.0					agreement	1.0					duty	1.0					data protection officer know	1.0			brexit	1.0			sitemap fuel surcharge	1.0										
420	productions	2	obligation	1.0					obligation	1.0					buyer	1.0					skg	1.0			csr	1.0			postcode	1.0										
421	1901	2	seller	1.0					buyer	1.0					obligation	1.0					help	1.0			press	1.0			award	1.0										
422	78723	2	duty	1.0					seller	1.0					agreement	1.0					datum want	1.0			conditions	1.0			moment	1.0										
423	stay	2	buyer	1.0					duty	1.0					issue concern	1.0					storytel process	1.0			apec	1.0			privacy safeguard	1.0										
424	belarus	2	issue concern	1.0					issue concern	1.0					privacy policythis policy	1.0					merchandise relate	1.0			cbpr	1.0			privacy law	1.0										
425	minsk	2	privacy policythis policy	1.0					privacy policythis policy	1.0					delivery point	1.0					example	1.0			prp	1.0			security guideline	1.0										
426	carefully	2	delivery point	1.0					delivery point	1.0					driver	1.0					marketing preference	1.0			commitment	1.0			certification	1.0										
427	read	2	driver	1.0					parcel	1.0					parcel	1.0					social club	1.0			privacyto	1.0			employee	1.0										
428	emailany	2	parcel	1.0					driver	1.0					pickup service update delivery schedule	1.0					email -emailfrom	1.0			calabasas	1.0			breach	1.0										
429	invoke	2	pickup service update delivery schedule	1.0					pickup service update delivery schedule	1.0					vacancy owner driver franchise service	1.0					email account	1.0			rd	1.0			region	1.0										
430	topface	2	vacancy owner driver franchise service	1.0					vacancy owner driver franchise service	1.0					cookie policy phishing data protection	1.0					join social club include	1.0			planetart	1.0			download request	1.0										
