sentence,accessNouns,rightNouns,rightVerbs,accessVerbs,rightObject,accessPrep
the right to object you have the right to object to our processing of your personal data on grounds relating to your particular situation when the data are processed based on the balancingof interest rule in section 6 1 f of the gdpr see article 21 of the gdpr,['your particular situation'],nah,['object'],['relate'],,
right to rectification and erasure you have the right to have inaccurate personal data rectified see article 16 of the gdpr,nah,nah,nah,nah,,
furthermore you have the right to have your personal data erased where one of the following grounds applies see article 17 of the gdpr the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed if you have withdrawn your consent and there are no other legal grounds for the processing if you have objected to the processing and there are no overriding legitimate grounds for the processing the personal data have to be erased for compliance with a legal obligation in union or member state law the personal data have been unlawfully processed or the personal data have been collected in relation to the offer of information society services,nah,nah,nah,nah,,
the right to restriction you have the right to obtain restriction of processing in certain circumstances see article 18 of the gdpr,['certain circumstances'],nah,['obtain'],nah,,
the right to withdraw consent if we have asked for your consent to our processing of your data you have the right to withdraw your consent at any time see article 7 of the gdpr,nah,nah,"['withdraw', 'withdraw']",nah,,
if you withdraw your consent we will cease processing of the data for which you have withdrawn consent unless we have a legal obligation to keep some or parts of your data,['processing'],nah,"['withdraw', 'withdraw']",nah,,
please note that if you withdraw your consent your user license to use the app will cease automatically,nah,['your user license'],nah,nah,,
the withdrawal of your consent does not affect the lawfulness of processing based on your consent before its withdrawal,['the lawfulness'],nah,"['affect', 'affect']",nah,,
the right to data portability you have the right to receive the personal data you have provided us with which we process in a structured commonly used and machinereadable format and have the right to transmit those data to another controller if the processing is based on consent or contract performance see article 20 of the gdpr,['data portability'],nah,nah,nah,,
contact and complaints saygames has the following contact information saygames llc address belarus minsk ul,nah,nah,nah,nah,,
platonova 20b1121 email info saygamesby if you wish to make a complaint over the processing of your personal data you have the right to lodge a complaint to the relevant supervisory authority,nah,nah,nah,nah,,
when we rely on consent to process your personal information you always have the right to withdraw this consent the processing is necessary for the performance of a contract to which you are a party including the terms conditions of the relevant productservice the processing is necessary in order to take steps at your request prior to entering into a contract the processing is necessary for compliance with a legal obligation placed on itv for example our obligation to ensure that the data we hold is accurate the processing is necessary for the purposes of the legitimate interests pursued by itv or by a third party,nah,nah,nah,nah,,
in certain limited circumstances you have the right to object to processing based on such legitimate interests as explained in the what are your rights section below,['certain limited circumstances'],nah,nah,nah,,
processing based on legitimate interests where any of the activities set out below involve the use of cookies or similar technologies additional information including about how you can disable them is displayed to you before such cookies are installed and can also be found in our cookie policy at wwwitvcomcookies,nah,nah,nah,nah,,
for more details about what cookies are the cookies we use and how to disable them please see our cookie policy at wwwitvcomcookies and servicespecific privacy notices where applicable,nah,nah,nah,nah,,
if you want to optout of this processing please send an email from your registered email address to email for marketing communications where we have your consent to do so see section above on direct marketing to conduct analytics in relation to our products and services including with regard to our user base sales patterns traffic volumes and related matters,['an email'],nah,nah,nah,,
for privacy notices of other itv group companies including for the addressable platform limited and britbox please see wwwitvcomgroupprivacy,nah,nah,nah,nah,,
these are the right to request a copy of the personal information we hold about you,nah,nah,"['request', 'request']",nah,,
to do this please contact us at email making clear that you are requesting a copy of your personal information and including full details of what you require,nah,nah,nah,nah,,
the right to object to your personal information being used for direct marketing,nah,nah,nah,nah,,
the right to object to your personal information being processed where the legal basis for the processing is our own legitimate interests as a business see how will we use your information section above,nah,['your information section'],nah,nah,,
the right to rectification,nah,nah,nah,nah,,
you may request that we correct any inaccurate andor complete any incomplete personal information,nah,nah,nah,nah,,
you may request that we erase your personal information and we will comply unless there is a lawful reason for not doing so,nah,nah,nah,nah,,
in certain circumstances you may request that we provide your personal information to you in a structured commonly used and machine readable format and have it transferred to another provider of the same or similar services to us,['certain circumstances'],nah,nah,nah,,
the right to lodge a complaint with the supervisory authority,['the supervisory authority'],nah,nah,nah,,
however you do have the right to contact the relevant supervisory authority directly,nah,nah,nah,nah,,
to contact the information commissioner s office in the united kingdom please visit the ico website wwwicoorguk for instructions,['the united kingdom'],['the information commissioner s office'],nah,nah,,
data controller for processing that relates solely to britain s got talent and x factor 1 itv rights limited company number 06633451 with registered office at 2 waterhouse square 140 holborn london ec1n 2ae and vat registration number 197 0041 67 2 itv consumer limited company number 2937518 with registered office at 2 waterhouse square 140 holborn london ec1n 2ae and vat registration number 197 0041 67 3 fremantle media limited company number 276928 with registered office at 1 stephen street london w1t 1al and vat registration number gb 222 7151 96 and 4 any other producer of the programme acting as joint data controllers,nah,nah,nah,nah,,
our vat registration number is 197 0041 67,nah,nah,nah,nah,,
you have the right to lodge a complaint with the ico,nah,nah,nah,nah,,
details of how to contact the ico can be found on their website at wwwicoorguk,['wwwicoorguk'],['the ico'],nah,nah,,
if you want to contact us about our services you can find more details at wwwitvcomcontactus,['wwwitvcomcontactus'],nah,nah,['find'],,
if you wish to contact us generally about our privacy notice or with any privacy queries please email us at email,['email'],nah,nah,nah,,
the data controller of the data processing concerned by this privacy policy is hydrane sas 76 rue faubourg saintdenis 75010 paris please note that the scope of this policy is limited to information and data collected or received by homa through your use of the services,['your use'],nah,nah,nah,,
at any time you may contact homa at the address provided in the contact homa games section herein and request to access the personal data that homa holds about you,['the address'],['homa'],nah,nah,,
if you find the information on your account is not accurate complete or updated then please provide homa with the necessary information to correct it,['the necessary information'],nah,nah,nah,,
you have the right to receive your personal data that you have provided us in a structured commonly used and machinereadable format and the right to transmit that data to another party of your choice where technically feasible,nah,nah,nah,nah,,
you have the right to set instructions regarding the storage deletion or communication of your personal data after your death,nah,nah,nah,nah,,
if you have any concerns about the way we process your personal data you are welcome to contact our data protection officer at email or write to us at the address set forth in the contact homa games section,nah,nah,nah,nah,,
find us at 76 rue du faubourg saintdenis paris france for game support or technical issues email for business related enquiries only email t 01 42 86 13 24 companyabout games blog jobs events privacy policy terms and conditions twitter facebook linkedin search for search hit enter to search or esc to close publishing why publish with homa our team events careers hit games articles we use cookies to ensure that we give you the best experience on our website,nah,nah,nah,nah,,
we are not responsible for the information you choose to submityour choicesyou may be able to refuse or disable cookies by adjusting your browser settings,nah,nah,nah,nah,,
if you believe that we have collected information from a child under the age of 13 on the platform please contact us at email california residentsonce a calendar year you may be entitled to obtain information about personal information that we shared if any with other businesses for their own direct marketing uses,['email california residentsonce'],nah,nah,nah,,
we recommend that you review the privacy policy each time you visit the platform to stay informed of our privacy practicescontactquestions comments and requests regarding this policy should be addressed to tiktok inc,nah,"['the privacy policy', 'the platform']","['visit', 'visit']",nah,,
address attn tiktok legal department 10100 venice blvd suite 401 culver city ca 90232 usaemail address email privacy policy if you are a user having your usual residence in the eu last updated october 2019welcome to tiktok the platform,['the eu'],['your usual residence'],nah,nah,,
if you do not agree with this policy you should not use the platformif you have any questions about how we use your personal data please contact email our representative in the european union is bytedance uk limited aviation house 125 kingsway holborn london wc2b 6nhto see the full privacy policy click heresummarywhat information do we collect about you we collect and process information you give us when you create an account and upload content to the platform,nah,['the platformif'],"['use', 'use', 'collect', 'collect', 'process', 'process']",nah,,
for a copy of these standard contractual clauses please contact us at email 6,nah,nah,nah,nah,,
your rightsyou have the following rights the right to request free of charge i confirmation of whether we process your personal data and ii access to a copy of the personal data retained the right to request proper rectification or removal of your personal data or restriction of the processing of your personal data where processing of your personal data is either based on your consent or necessary for the performance of a contract with you and processing is carried out by automated means the right to receive the personal data concerning you in a structured commonly used and machinereadable format or to have your personal data transmitted directly to another company where technically feasible data portability where the processing of your personal data is based on your consent the right to withdraw your consent at any time without impact to data processing activities that have taken place before such withdrawal the right not to be subject to any automatic individual decisions including profiling which produces legal effects on you or similarly significantly affects you unless we have your consent this is authorised by union or member state law or this is necessary for the performance of a contract the right to object to processing if we are processing your personal data on the basis of our legitimate interest unless we can demonstrate compelling legitimate grounds which may override your right,['i confirmation'],"['the following rights', 'i confirmation']",['retain'],nah,,
if you object to such processing we ask you to state the grounds of your objection in order for us to examine the processing of your personal data and to balance our legitimate interest in processing and your objection to this processing the right to object to processing your personal data for direct marketing purposes andthe right to lodge complaints before the competent data protection regulatorbefore we can respond to a request to exercise one or more of the rights listed above you may be required to verify your identity or your account detailsplease send an email to us if you would like to exercise any of your rights email 7,nah,nah,nah,['ask'],,
if you believe that we have personal data about or collected from a child under the relevant age please contact us at email 10,['email'],nah,nah,nah,,
complaintsin the event that you wish to make a complaint about how we process your personal data please contact us in the first instance at email and we will endeavour to deal with your request as soon as possible,['the event'],['the event'],['endeavour'],nah,,
for further information please contact us email protected,['email'],nah,nah,nah,,
the user can always request ironhide to suspend or remove the data,['ironhide'],['ironhide'],nah,nah,,
additionally you can disable or delete similar data used by browser addons such as flash cookies by changing the addon s settings or visiting the web site of its manufacturer,nah,nah,nah,nah,,
which information can i access amazoncom gives you access to a broad range of information about your account and your interactions with amazoncom for the limited purpose of viewing and in certain cases updating that information,nah,nah,nah,nah,,
you can add or update certain information on pages such as those referenced in the which information can i access section,nah,nah,"['update', 'update']",nah,,
if you have any concern about privacy at amazoncom please contact us with a thorough description and we will try to resolve it,['amazoncom'],['any concern'],nah,nah,,
information you can access examples of information you can access easily at amazoncom include uptodate information regarding recent orders personally identifiable information including name email password communications and personalized advertising preferences address book and 1click settings payment settings including credit card information and promotional certificate and gift card balances email notification settings including product availability alerts delivers and newsletters recommendations including recommended for you and improve your recommendations shopping lists and gift registries including wish lists and baby and wedding registries seller accounts and your profile including your product reviews recommendations listmania lists reminders personal profile and wish list,nah,nah,nah,nah,,
our registered office is at hays house north wing ground floor millmead guildford surrey england gu2 4hj,nah,nah,nah,nah,,
we are a company registered in england with company number 06687549,['england'],nah,nah,nah,,
if you have any questions or comments about this privacy policy please contact us at email we are committed to protecting and respecting your privacy,['email'],nah,nah,nah,,
to respond to your enquiries and requests for support we may process contact information so that we are able to properly respond to your enquiries and support requests either via the support centre or through email in accordance with the terms of use agreed between us,['contact information'],['contact information'],['agree'],nah,,
to make a request please let us know by sending an email to email,nah,nah,nah,['let'],,
ask for a copy of data we are processing about you and have inaccuracies corrected you have the right to request a copy of the personal information we hold about you and to have any inaccuracies corrected,nah,nah,nah,nah,,
object to us processing data about you you can ask us to restrict stop processing or to delete your personal data if you consented to our processing the personal data and have withdrawn that consent we no longer need to process that personal data for the reason it was collected we are processing that personal data because it is in the public interest or it is in order to pursue a legitimate interest of fireproof or a third party you don t agree with that processing and there is no overriding legitimate interest for us to continue processing it the personal data was unlawfully processed you need the personal data to be deleted in order to comply with legal obligations the personal data is processed in relation to the offer of a service to a child,['your personal data'],['stop processing'],"['restrict', 'restrict']",nah,,
obtain a machine readable copy of your personal data which you can use with another service provider if we are processing data in order to perform our obligations to you or because you consented or if that processing is carried out by automated means we will help you to move copy or transfer your personal data to other it systems,['a machine readable copy'],['a machine readable copy'],['system'],nah,,
if you request we will supply you with the relevant personal data in a commonly used machinereadable and interoperable format where it is technically feasible you can ask us to send this information directly to another it system provider if you prefer,['the relevant personal data'],nah,nah,['supply'],,
make a complaint to a supervisory authority if you are unhappy with the way we are processing your personal data please let us know by contacting us via the support services,['a supervisory authority'],nah,nah,nah,,
contact information all questions comments or enquiries should be directed to fireproof at email,nah,nah,nah,nah,,
you can talk to them here email,nah,nah,nah,nah,,
how to i make a query in relation to my data if you have any queries regarding any of your or your client s personal data you can contact us at email with your request,nah,['a query'],nah,nah,,
our registration number is za055154 any other questions if you have any further questions feel free to contact the data protection team at fireproof studios ltd,['fireproof studios ltd'],['the data protection team'],nah,nah,,
who can be found by emailing email,['email'],nah,nah,nah,,
by email at help segacouk by telephone on 44 845 301 5502 by writing to us at sega europe limited customer services 27 great west road brentford middlesex tw8 9bw united kingdom if you sign up to our marketing communications you will be asked to confirm your communication preferences and given the opportunity to unsubscribe at any time,['help'],nah,nah,nah,,
you can contact us directly with requests to correct erase restrict object to or move your personal information,['requests'],nah,nah,nah,,
learn more 7your questions and how to contact us if you have any questions or comments about this privacy policy you can contact us,nah,nah,nah,nah,,
contact details more information 1information we collect we collect personal information about you and the devices you use to access our products and interact with us,nah,['our products'],"['collect', 'collect', 'interact']",nah,,
we provide you with tools to access and update specific information relating to your use of the products at any time,['tools'],nah,nah,nah,,
if you need to sign in to access certain products you can update and amend your key contact information directly,nah,nah,nah,nah,,
we respect the rights you may have under applicable law to request access to your personal information and where applicable to request to receive that information in a commonly used electronic format or ask for this information to be provided in that format to a third party where feasible,nah,nah,"['respect', 'respect']",nah,,
you may also have the right under applicable law to request the correction or erasure of your personal information to seek to object to the further processing under certain circumstances of your information or to request that the processing of specific information about you is restricted while we verify or investigate your concerns about this information,nah,nah,nah,nah,,
if you remain unhappy with a response you receive you can also refer the matter to your data protection supervisory authority see url 6children s information if sega learns that personal information of users under the age of 13 has been collected other than for support of the internal operations sega will take reasonable steps to remove such information,['reasonable steps'],nah,"['see', 'see']",nah,,
7your questions and how to contact us if you have any questions or comments about this policy or our practices you can contact us by email at help segacouk by telephone on 44 845 301 5502 by writing to us at sega europe limited customer services 27 great west road brentford middlesex tw8 9bw united kingdom you can also contact our data protection officer at dpo segacouk,nah,nah,nah,nah,,
if you have questions regarding this privacy policy or our collection and use of information please contact us as described in section 14 contact us,nah,nah,nah,nah,,
we may also offer you the ability to import your address book contacts or manually enter email addresses so that you can i locate your contacts on playdemic and ii invite those contacts to join you in our games,['the ability'],nah,nah,nah,,
how to access and update your information information we receive from an sns where you play our games to manage the information playdemic receives about you from an sns where you play our games you will need to follow the instructions at that site for updating your information and changing your privacy settings,nah,nah,nah,['receive'],,
if you wish to review or change the information playdemic has about you email us at the address provided herein,['the address'],nah,nah,nah,,
you may change your email preferences at any time by visiting your email preference page,['your email preference page'],['your email preferences'],nah,nah,,
if you have additional questions about this privacy policy contact us at email,['email'],nah,nah,nah,,
if you have questions about the security of our websites please contact us at email,['email'],nah,nah,nah,,
right to access users in certain jurisdictions have a right to access personal information held about themselves,['certain jurisdictions'],nah,nah,nah,,
your right of access can be exercised in accordance with applicable law,nah,nah,nah,nah,,
please submit any requests for access to your personal data in writing to email,"['any requests', 'your personal data']",['any requests'],nah,nah,,
contact us if you have any questions comments or concerns regarding our privacy policy andor practices please send an email to email,nah,nah,nah,nah,,
how can you contact us 4,nah,nah,nah,nah,,
how can you contact us you can contact us in several ways by mail pepper deals ltd unit 2 16 batemans row london ec2a 3hh we have also appointed a data protection officer that you can reach under email 4,['a data protection officer'],nah,nah,['appoint'],,
by sending a request to email we can provide you with the details regarding such recipients and their appropriate safeguards,['the details'],nah,nah,nah,,
what are your rights you have several rights to your personal information under gdpr right of access you have the right to access your personal information by making a request in writing to us,['your personal information'],['several rights'],nah,nah,,
it means you have the right to obtain a copy of your personal information,nah,nah,"['obtain', 'obtain', 'obtain']",nah,,
right to rectification you have the right to rectify or to complete your personal information if it is inaccurate or incomplete,nah,nah,nah,nah,,
right to erasure you have the right to request the erasure of your personal information,nah,nah,nah,nah,,
right to restrict processing you have the right to request the restriction of your personal information where you have a particular reason for wanting the restriction,nah,nah,"['restrict', 'restrict']",nah,,
right to data portability you have the right to ask the portability of your personal information,nah,nah,nah,nah,,
it means you have the right to receive personal information you have provided to us in a structured commonly used and machine readable format,nah,"['format', 'format']","['receive', 'receive', 'receive']",nah,,
right to object you have the right to object to the processing of your personal information,nah,nah,['object'],nah,,
this allows you to ask us to stop processing your personal information,nah,nah,"['process', 'process']",nah,,
right to lodge a complaint you have the right to lodge a complaint before the data protection supervisory authority information commissioners office ico wycliffe house water lane wilmslow sk9 5af cheshire,nah,nah,"['lodge', 'lodge', 'lodge', 'lodge', 'lodge']",nah,,
how to exercise your rights right to rectification you can exercise this right by going into the settings of your account where youre able to update your personal information,nah,nah,nah,['exercise'],,
right to erasure you can exercise this right by going into the settings of your account in the profile section and by clicking on delete account,['the settings'],nah,nah,nah,,
to exercise your other rights please contact us by using the contact information at the beginning of this privacy policy,['the contact information'],['your other rights'],nah,nah,,
91 managing your information you may access and update some of your information through your account settings,['your account settings'],nah,"['manage', 'manage']",nah,,
if you have chosen to connect your tgtg account to a thirdparty application like facebook or google you can change your settings and remove permission for the app by changing your account settings,['your settings'],nah,nah,nah,,
92 rectification of inaccurate or incomplete information you have the right to ask us to correct inaccurate or incomplete personal information concerning you and which you can not update yourself within your tgtg account,nah,['inaccurate or incomplete personal information'],['ask'],nah,,
93 data access and portability you are entitled to request copies of personal information that you have provided to us in a structured commonly used and machinereadable format andor request us to transmit this information to another service provider where technically feasible,nah,nah,"['request', 'request', 'transmit', 'transmit']",nah,,
94 data retention and erasure we generally retain your personal information for as long as is necessary for the performance of the contract between you and us and to comply with our legal obligations,nah,nah,"['retain', 'retain']",nah,,
if you no longer want us to use your information to provide the tgtg platform to you you can request that we erase your personal information and close your tgtg account,nah,nah,nah,['request'],,
96 objection to processing you may exercise any of the rights described in this section before by sending a message through the contact form on the support section of the local country website,['the contact form'],nah,nah,nah,,
lodging complaints you have the right to lodge complaints about the data processing activities carried out by tgtg before the competent data protection authorities,nah,nah,nah,nah,,
37561304 mail address lindgreens all 9 1 2300 kbenhavn sor you can write us electronically through the contact form of the local country and language website,['the contact form'],['sor'],nah,nah,,
if you would like us to delete location information we have collected that is identifiable to you please contact us at the email or postal address listed below,['the email'],nah,nah,nah,,
to do so please contact us at the address telephone number or email address provided below with your request,['the address telephone number'],nah,nah,nah,,
your choices if you have optedin to marketing communications you can subsequently elect not to receive marketing communications from mcdonald s by following the optout instructions in the marketing communications we send you unsubscribing through the subscriptions feature on mcdonaldscom or contacting us at the address telephone number or email address provided below,['the address telephone number'],['marketing communications'],nah,nah,,
access to and correction and deletion of personal information if at any time you would like to access correct or delete personal information we have collected from you please contact us at the postal address or via the website link listed below,['correction'],nah,nah,nah,,
how to contact us if you wish to contact us concerning this privacy statement you can email email,nah,nah,nah,nah,,
if you wish to contact us for anything else you can write to mcdonald s restaurants limited customer services 1159 high road east finchley london n2 8aw or you can submit a form through the contact us page on our website url 2018 mcdonald s,['the contact'],['a form'],nah,nah,,
if you have questions about or need further information concerning the legal basis on which we collect and use your personal information please contact us using the contact details provided under the how to contact us heading below,nah,nah,nah,nah,,
how can i stop the app processing my data if you do not wish for the freeview mobile app to process this data you may switch this off,nah,['my data'],"['process', 'process']",['stop'],,
what are your data protection rights you have the following rights in respect of the personal information we collect and use about you if you wish to access correct update or request deletion of your personal information you can do so at any time by contacting us using the contact details provided below,['respect'],nah,nah,nah,,
to optout of other forms of marketing such as postal marketing or telemarketing then please contact us using the contact details provided below,nah,nah,nah,nah,,
contact details for the uk information commissioners office can be found at wwwicoorguk,nah,['details'],nah,nah,,
how to contact us if you have any questions or concerns about our use of your personal information please contact us using the following details by email to dataprivacy freeviewcouk or post to legal department freeview 2nd floor 27 mortimer street london w1t 3jf,nah,nah,nah,nah,,
the data controllers of your personal information are 1 dtv services ltd of 27 mortimer street london w1t 3jf which is registered with the information commissioner s office with registration number z7207230 2 digital uk limited of 27 mortimer street london w1t 3jf which is registered with the information commissioner s office with registration number z9156270 acting as joint data controllers,['the information commissioner s office'],nah,nah,nah,,
we may contact you by email phone fax or mail,['email phone fax'],nah,nah,nah,,
controlling your personal information you may choose to restrict the collection or use of your personal information in the following ways whenever you are asked to fill in a form on the website look for the box that you can click to indicate that you do not want the information to be used by anybody for direct marketing purposes if you have previously agreed to us using your personal information for direct marketing purposes you may change your mind at any time by writing to or emailing us we will not sell distribute or lease your personal information to third parties unless we have your permission or are required by law to do so,nah,nah,nah,['choose'],,
you may request details of personal information which we hold about you under the data protection act 1998,"['details', 'act']",['act'],nah,nah,,
if you would like a copy of the information held on you please write to us,nah,nah,nah,nah,,
you may request picsart to provide you with information we collect about you transfer your information to another controller of your choice when technically feasible delete please see below for more details on deletion update edit or modify your information or change your privacy preferences at any time your request can be made by emailing us at email or in some instances you may also do it yourself via the picsart service,['picsart'],['picsart'],['transfer'],nah,,
you may also opt out of receiving promotional communications from us including but not limited to promotional emails by emailing us at email,nah,['promotional communications'],nah,nah,,
requests to disable your account or reset your password should be sent to email for faster processing,nah,nah,['reset'],nah,,
if you believe your password has been misused or your account compromised please advise us immediately by sending a notice at email,['a notice'],nah,nah,['advise'],,
if we receive a valid notice through email that a minor under age of 13 has provided us with personal information we will take measures to delete it as soon as possible,nah,['a valid notice'],nah,nah,,
to make this request please email email or contact us using this address picsart inc attn legal 211 sutter st 3rd floor san francisco ca 94108 if you are a california resident under the age of 18 and a registered user of any site where this policy is posted california business and professions code section 22581 permits you to request and obtain removal of content or information you have publicly posted,nah,['this request'],nah,['permit'],,
to make such a request please send an email with a detailed description of the specific content or information to email,nah,nah,nah,nah,,
these may be sent by email sms push notification or post or if the circumstances require it we may contact you by phone,nah,nah,nah,nah,,
additionally we will disclose your personal information to the relevant third party in the event that we sell or buy any business or assets in which case we will disclose your personal data to the prospective seller or buyer of such business or assetsif we are acquired by a third party in which case personal data held by it about its customers will be one of the transferred assetsif we are under a duty to disclose or share your personal data in order to comply with any legal obligation or in order to enforce or apply our terms of use and other agreements or to protect the rights property or safety of our customers or others,['the event'],nah,nah,nah,,
you can exercise these rights at any time by contacting us by email at marketingdept dpdcouk or writing to us at dpdgroup uk ltd roebuck lane smethwick b66 1byyou have the right to ask us not to process your personal data for marketing purposes,nah,nah,nah,nah,,
should you have any issues concerns or problems in relation to your data or wish to notify us of data which is inaccurate please let us know by contacting us using the contact details above,['relation'],['any issues concerns'],nah,nah,,
in the event that you are not satisfied with our processing of your personal data you have the right to lodge a complaint with the relevant supervisory authority which is the information commissioner s office ico in the uk at any time,['the event'],nah,nah,nah,,
the ico s contact details are available here url to our privacy policythis policy may be updated from time to time,nah,nah,nah,nah,,
this informs our drivers whether or not they should return to the delivery point to attempt to redeliver any parcels that were not successfully delivered earlier in the daycontact usif you have any questions or comments about this privacy policy or if you would like us to update information we have about you or your preferences please contact us by email at marketingdept dpdcouk,['our drivers'],['our drivers'],nah,nah,,
you may also write to us at dpdgroup uk ltd roebuck lane smethwick b66 1by products services uk europe international dpd pickup service update delivery schedule about dpd awards brexit csr press centre technology security careers why dpd current vacancies owner driver franchise service update view the latest postcodes affected for uk deliveries here dpd terms conditions privacy cookie policy phishing data protection gdpr sitemap fuel surcharge,['dpdgroup uk ltd roebuck lane smethwick b66 1by products services uk europe international dpd pickup service update delivery schedule'],nah,nah,nah,,
please take a moment to familiarize yourself with our privacy practices and contact us if you have any questions,['a moment'],['a moment'],nah,nah,,
for other personal information we hold we will provide you with access including a copy for any purpose including to request that we correct the data if it is inaccurate or delete the data if apple is not required to retain it by law or for legitimate business purposeswe may decline to process requests that are frivolousvexatious jeopardize the privacy of others are extremely impractical or for which access is not otherwise required by local law,nah,nah,['jeopardize'],nah,,
if you have an unresolved privacy or data use concern regarding our apec cbpr andor prp certifications please visit our thirdparty dispute resolution providerour companywide commitment to your privacyto make sure your personal information is secure we communicate our privacy and security guidelines to apple employees and strictly enforce privacy safeguards within the companyprivacy questionsif you have any questions or concerns about apples privacy policy or data processing you would like to contact our european data protection officer or if you would like to make a complaint about a possible breach of local privacy laws please contact us,['your privacyto'],"['concern', 'providerour companywide commitment']",nah,nah,,
you can always contact us by phone at the relevant apple support number for your country or regionwhen a privacy question or question about personal information received in response to an accessdownload request is received we have a dedicated team which triages your contact to address your issue,['phone'],nah,nah,nah,,
you may at any time refer your complaint to the relevant regulator in your jurisdiction if you are unsatisfied with a reply received from us,"['the relevant regulator', 'your jurisdiction']",nah,"['refer', 'refer']",nah,,
if you wish to exercise your rights under gdpr or have any queries in relation to your rights or privacy matters generally please email email or post your request or query to head of data privacy management grci law limited co it governance europe third floor the boyne tower bull ring lagavooren drogheda co,['email email'],nah,nah,['please'],,
you may also contact us via the contact us link in the drawer of the mobile app or the contact us page on the website you are using,['the contact'],['us page'],nah,nah,,
how can i change my personal data if you believe that you have provided us with personal data that are incorrect or that need to be updated you may contact us via the contact us link in the drawer of the mobile app or the contact us page on the website you are using,['the contact'],['my personal data'],nah,nah,,
further you have a right to lodge a complaint with a competent data protection supervisory authority article 77 gdpr in conjunction with applicable local law,nah,nah,nah,nah,,
all requests regarding the abovementioned rights and any other inquiries about this privacy policy or the way we process your personal data should be addressed to planetart llc 23801 calabasas rd calabasas ca 91302 usa you may also contact us via the contact us link in the drawer of the mobile app or the contact us page on the website you are using,['the contact'],nah,nah,nah,,
information about your right to object pursuant to article 21 gdpr if you are an eu citizen or noneu national residing in the eu you have the right to object on grounds relating to your particular situation at any time to the processing of your personal data which is based on point e of article 6 1 processing in the public interest and point f of article 6 1 gdpr processing based on legitimate interests including profiling based on those provisions,nah,nah,nah,nah,,
if you object to the processing of your personal data we will no longer process your personal data unless we have compelling legitimate grounds for such processing which override your interests rights and freedom or alternatively such processing serves to assert exercise or defend legal claims,['your personal data'],nah,nah,nah,,
if you are an eu citizen or noneu national residing in the eu you have the right to object at any time to processing of your personal data for such marketing this also applies for profiling to the extent it is related to such direct marketing,nah,nah,nah,nah,,
if you object to the processing for direct marketing purposes your personal data will no longer be processed for such purposes,nah,nah,nah,nah,,
you have the right at any time to stop us from contacting you for marketing related purposes,nah,nah,nah,nah,,
if you can not access rectify or erase certain personal data yourselves if you want a copy of the personal data that we process of you if you wish to request a restriction of processing of your personal data or to object to processing please contact our customer care department using our web form,nah,nah,nah,nah,,
questions concerns and complaints if you have questions or concerns about the way in which we use your personal data please contact customer support through email or assistance,nah,nah,nah,nah,,
you may also contact our data protection officer dpo via dpo ringgocouk,['dpo ringgocouk'],nah,nah,nah,,
if you feel that an issue has not properly been resolved you also have the right to lodge a complaint with the supervisory authority ico url,nah,nah,nah,nah,,
for further clarification of the terms used in this policy please visit our privacy center on spotifycom,['this policy'],nah,nah,nah,,
for information on how to contact us if you ever have any questions or concerns please see the how to contact us section 14 below,nah,nah,nah,['see'],,
in order to enable you to exercise these rights with ease and to record your preferences in relation to how spotify uses your personal data we provide you with access to the following settings via your account settings page privacy settings allows you to control some of the categories of personal data we process about you enables you to access your personal data via a download my data button and includes a link to the privacy center on spotifycom where you can find out more information about how spotify uses your personal data and what your rights are and notification settings allows you to choose which communications you receive from spotify manage your publicly available personal data and set your sharing preferences,['ease'],nah,nah,nah,,
if you have any questions about your privacy your rights or how to exercise them please contact our data protection officer using the contact us form on the privacy center,['our data protection officer'],nah,nah,nah,,
if you are unhappy with the way we are using your personal data you can also contact and are free to lodge a complaint with the swedish data protection authority datainspektionen or your local data protection authority,['the swedish data protection authority datainspektionen'],nah,nah,nah,,
if you request we will delete or anonymise your personal data so that it no longer identifies you unless we are legally allowed or required to maintain certain personal data including situations such as the following if there is an unresolved issue relating to your account such as an outstanding credit on your account or an unresolved claim or dispute we will retain the necessary personal data until the issue is resolved where we are required to retain the personal data for our legal tax audit and accounting obligations we will retain the necessary personal data for the period required by applicable law andor where necessary for our legitimate business interests such as fraud prevention or to maintain the security of our users,['the necessary personal data'],nah,nah,nah,,
if you are a parent of a child under the age limit and become aware that your child has provided personal data to spotify please contact us using the contact us form on the privacy center and you may request exercise of your applicable rights detailed in the your rights and your preferences giving you choice and control section 3 of this policy,nah,nah,nah,nah,,
if you have any questions about this policy please contact our data protection officer by using the contact us form on the privacy center or by writing to us at the following address spotify usa inc,"['the contact', 'us form', 'our data protection officer']",nah,nah,nah,,
